
----- New Logging Session Started -----
Timestamp,Level,Task,Message
2010,ERROR,loopTask,SYSTEM RESTART DETECTED - this message should appear only once after power-up
52200,DEBUG,WebSocketTask,sendGPSData time, 2
52340,DEBUG,GNSSTask,GNSS checkUblox time, 51
52340,DEBUG,GNSSTask,GNSS checkCallbacks time, 51
52662,DEBUG,GNSSTask,GNSS checkUblox time, 73
52663,DEBUG,GNSSTask,GNSS checkCallbacks time, 74
52710,DEBUG,WebSocketTask,sendGPSData time, 1
52982,DEBUG,GNSSTask,pushRawData time, 203
53118,DEBUG,GNSSTask,GNSS checkUblox time, 136
53124,DEBUG,GNSSTask,GNSS checkCallbacks time, 142
53153,DEBUG,GNSSTask,pushRawData time, 24
53214,DEBUG,WebSocketTask,sendGPSData time, 1
53321,DEBUG,GNSSTask,pushRawData time, 96
53415,DEBUG,GNSSTask,GNSS checkUblox time, 94
53415,DEBUG,GNSSTask,GNSS checkCallbacks time, 94
53724,DEBUG,WebSocketTask,sendGPSData time, 4
54224,DEBUG,WebSocketTask,sendGPSData time, 1
54732,DEBUG,WebSocketTask,sendGPSData time, 1
54751,DEBUG,GNSSTask,pushRawData time, 106
54945,DEBUG,GNSSTask,GNSS checkCallbacks time, 56
55240,DEBUG,WebSocketTask,sendGPSData time, 4
55243,NAV,async_tcp,command = record
55243,NAV,async_tcp,addWaypoint
55243,NAV,async_tcp,navCommandQueue spaces, 5
55292,NAV,NavTask,processNavigationCommand, 5
55292,NAV,NavTask,NAV_CMD_ADD_WAYPOINT, 42.3938828, -72.5289764
55293,NAV,NavTask,navStatus.totalWaypoints, 2
55741,DEBUG,WebSocketTask,sendGPSData time, 0
55948,DEBUG,GNSSTask,pushRawData time, 96
56041,DEBUG,GNSSTask,GNSS checkUblox time, 51
56042,DEBUG,GNSSTask,GNSS checkCallbacks time, 52
56242,DEBUG,WebSocketTask,sendGPSData time, 2
56741,DEBUG,WebSocketTask,sendGPSData time, 1
56950,DEBUG,GNSSTask,pushRawData time, 95
57007,DEBUG,GNSSTask,GNSS checkUblox time, 56
57012,DEBUG,GNSSTask,GNSS checkCallbacks time, 61
57246,DEBUG,WebSocketTask,sendGPSData time, 1
57752,DEBUG,WebSocketTask,sendGPSData time, 7
57951,DEBUG,GNSSTask,pushRawData time, 99
58250,DEBUG,WebSocketTask,sendGPSData time, 1
58452,DEBUG,GNSSTask,pushRawData time, 95
58550,DEBUG,GNSSTask,GNSS checkUblox time, 51
58551,DEBUG,GNSSTask,GNSS checkCallbacks time, 52
58760,DEBUG,WebSocketTask,sendGPSData time, 2
58943,DEBUG,GNSSTask,GNSS checkCallbacks time, 54
59266,DEBUG,WebSocketTask,sendGPSData time, 1
59774,DEBUG,WebSocketTask,sendGPSData time, 2
60064,DEBUG,GNSSTask,pushRawData time, 105
60281,DEBUG,WebSocketTask,sendGPSData time, 1
60547,DEBUG,GNSSTask,GNSS checkUblox time, 58
60548,DEBUG,GNSSTask,GNSS checkCallbacks time, 59
60789,DEBUG,WebSocketTask,sendGPSData time, 1
60950,DEBUG,GNSSTask,pushRawData time, 95
61005,DEBUG,GNSSTask,GNSS checkCallbacks time, 54
61057,DEBUG,GNSSTask,GNSS checkUblox time, 51
61057,DEBUG,GNSSTask,GNSS checkCallbacks time, 51
61296,DEBUG,WebSocketTask,sendGPSData time, 1
61446,DEBUG,GNSSTask,pushRawData time, 95
61800,DEBUG,WebSocketTask,sendGPSData time, 1
62307,DEBUG,WebSocketTask,sendGPSData time, 1
62347,DEBUG,GNSSTask,pushRawData time, 98
62815,DEBUG,WebSocketTask,sendGPSData time, 1
62944,DEBUG,GNSSTask,GNSS checkUblox time, 55
62949,DEBUG,GNSSTask,GNSS checkCallbacks time, 60
63325,DEBUG,WebSocketTask,sendGPSData time, 3
63558,DEBUG,GNSSTask,pushRawData time, 104
63828,DEBUG,WebSocketTask,sendGPSData time, 1
64329,DEBUG,WebSocketTask,sendGPSData time, 1
64562,DEBUG,GNSSTask,pushRawData time, 105
64829,DEBUG,WebSocketTask,sendGPSData time, 1
64944,DEBUG,GNSSTask,GNSS checkUblox time, 55
64950,DEBUG,GNSSTask,GNSS checkCallbacks time, 60
65336,DEBUG,WebSocketTask,sendGPSData time, 1
65358,DEBUG,GNSSTask,pushRawData time, 103
65409,DEBUG,GNSSTask,GNSS checkUblox time, 51
65410,DEBUG,GNSSTask,GNSS checkCallbacks time, 52
65836,DEBUG,WebSocketTask,sendGPSData time, 1
66339,DEBUG,WebSocketTask,sendGPSData time, 1
66453,DEBUG,GNSSTask,pushRawData time, 96
66653,DEBUG,GNSSTask,GNSS checkUblox time, 64
66654,DEBUG,GNSSTask,GNSS checkCallbacks time, 65
66854,DEBUG,WebSocketTask,sendGPSData time, 7
67340,DEBUG,GNSSTask,GNSS checkCallbacks time, 51
67355,DEBUG,WebSocketTask,sendGPSData time, 3
67465,DEBUG,GNSSTask,pushRawData time, 101
67862,DEBUG,WebSocketTask,sendGPSData time, 3
68340,DEBUG,GNSSTask,GNSS checkCallbacks time, 51
68368,DEBUG,WebSocketTask,sendGPSData time, 9
68605,DEBUG,GNSSTask,pushRawData time, 96
68686,DEBUG,GNSSTask,GNSS checkUblox time, 81
68687,DEBUG,GNSSTask,GNSS checkCallbacks time, 82
68866,DEBUG,WebSocketTask,sendGPSData time, 1
68946,DEBUG,GNSSTask,GNSS checkUblox time, 57
68951,DEBUG,GNSSTask,GNSS checkCallbacks time, 62
69341,DEBUG,GNSSTask,GNSS checkUblox time, 52
69341,DEBUG,GNSSTask,GNSS checkCallbacks time, 52
69366,DEBUG,WebSocketTask,sendGPSData time, 1
69865,DEBUG,GNSSTask,pushRawData time, 105
69871,DEBUG,WebSocketTask,sendGPSData time, 1
70378,DEBUG,WebSocketTask,sendGPSData time, 1
70648,DEBUG,GNSSTask,GNSS checkUblox time, 59
70649,DEBUG,GNSSTask,GNSS checkCallbacks time, 60
70853,DEBUG,GNSSTask,pushRawData time, 95
70885,DEBUG,WebSocketTask,sendGPSData time, 1
70949,DEBUG,GNSSTask,GNSS checkCallbacks time, 53
71390,DEBUG,WebSocketTask,sendGPSData time, 1
71555,DEBUG,GNSSTask,pushRawData time, 96
71660,DEBUG,GNSSTask,GNSS checkUblox time, 61
71660,DEBUG,GNSSTask,GNSS checkCallbacks time, 61
71758,DEBUG,GNSSTask,GNSS checkUblox time, 69
71758,DEBUG,GNSSTask,GNSS checkCallbacks time, 69
71842,DEBUG,GNSSTask,GNSS checkUblox time, 53
71842,DEBUG,GNSSTask,GNSS checkCallbacks time, 53
71899,DEBUG,WebSocketTask,sendGPSData time, 1
72404,DEBUG,WebSocketTask,sendGPSData time, 2
72453,DEBUG,GNSSTask,pushRawData time, 99
72756,DEBUG,GNSSTask,GNSS checkUblox time, 67
72757,DEBUG,GNSSTask,GNSS checkCallbacks time, 68
72907,DEBUG,WebSocketTask,sendGPSData time, 1
73049,DEBUG,GNSSTask,GNSS checkUblox time, 60
73058,DEBUG,GNSSTask,GNSS checkCallbacks time, 69
73350,DEBUG,GNSSTask,pushRawData time, 96
73407,DEBUG,WebSocketTask,sendGPSData time, 1
73915,DEBUG,WebSocketTask,sendGPSData time, 1
74421,DEBUG,WebSocketTask,sendGPSData time, 1
74556,DEBUG,GNSSTask,pushRawData time, 105
74608,DEBUG,GNSSTask,GNSS checkUblox time, 51
74608,DEBUG,GNSSTask,GNSS checkCallbacks time, 51
74930,DEBUG,WebSocketTask,sendGPSData time, 1
75044,DEBUG,GNSSTask,GNSS checkUblox time, 55
75050,DEBUG,GNSSTask,GNSS checkCallbacks time, 61
75437,DEBUG,WebSocketTask,sendGPSData time, 1
75454,DEBUG,GNSSTask,pushRawData time, 95
75542,DEBUG,GNSSTask,GNSS checkUblox time, 51
75542,DEBUG,GNSSTask,GNSS checkCallbacks time, 51
75935,DEBUG,WebSocketTask,sendGPSData time, 1
76445,DEBUG,WebSocketTask,sendGPSData time, 1
76649,DEBUG,GNSSTask,pushRawData time, 96
76945,DEBUG,WebSocketTask,sendGPSData time, 1
77043,DEBUG,GNSSTask,GNSS checkUblox time, 54
77049,DEBUG,GNSSTask,GNSS checkCallbacks time, 60
77453,DEBUG,WebSocketTask,sendGPSData time, 1
77458,DEBUG,GNSSTask,pushRawData time, 98
77961,DEBUG,WebSocketTask,sendGPSData time, 1
78466,DEBUG,WebSocketTask,sendGPSData time, 1
78651,DEBUG,GNSSTask,pushRawData time, 97
78970,DEBUG,WebSocketTask,sendGPSData time, 1
79044,DEBUG,GNSSTask,GNSS checkUblox time, 56
79048,DEBUG,GNSSTask,GNSS checkCallbacks time, 60
79477,DEBUG,WebSocketTask,sendGPSData time, 0
79558,DEBUG,GNSSTask,pushRawData time, 105
79985,DEBUG,WebSocketTask,sendGPSData time, 1
80488,DEBUG,WebSocketTask,sendGPSData time, 2
80550,DEBUG,GNSSTask,pushRawData time, 97
80991,DEBUG,WebSocketTask,sendGPSData time, 2
81045,DEBUG,GNSSTask,GNSS checkUblox time, 56
81049,DEBUG,GNSSTask,GNSS checkCallbacks time, 60
81490,DEBUG,WebSocketTask,sendGPSData time, 1
81553,DEBUG,GNSSTask,pushRawData time, 97
81841,DEBUG,GNSSTask,pushRawData time, 204
81963,DEBUG,GNSSTask,GNSS checkUblox time, 122
81963,DEBUG,GNSSTask,GNSS checkCallbacks time, 122
81996,DEBUG,WebSocketTask,sendGPSData time, 1
82074,DEBUG,GNSSTask,pushRawData time, 92
82167,DEBUG,GNSSTask,GNSS checkUblox time, 93
82168,DEBUG,GNSSTask,GNSS checkCallbacks time, 94
82495,DEBUG,WebSocketTask,sendGPSData time, 1
83004,DEBUG,WebSocketTask,sendGPSData time, 2
83045,DEBUG,GNSSTask,GNSS checkUblox time, 56
83049,DEBUG,GNSSTask,GNSS checkCallbacks time, 60
83506,DEBUG,WebSocketTask,sendGPSData time, 1
84008,DEBUG,WebSocketTask,sendGPSData time, 1
84040,DEBUG,GNSSTask,GNSS checkUblox time, 51
84040,DEBUG,GNSSTask,GNSS checkCallbacks time, 51
84286,DEBUG,GNSSTask,pushRawData time, 203
84401,DEBUG,GNSSTask,GNSS checkUblox time, 115
84401,DEBUG,GNSSTask,GNSS checkCallbacks time, 115
84513,DEBUG,WebSocketTask,sendGPSData time, 2
84649,DEBUG,GNSSTask,pushRawData time, 204
84781,DEBUG,GNSSTask,GNSS checkUblox time, 132
84781,DEBUG,GNSSTask,GNSS checkCallbacks time, 132
84822,DEBUG,GNSSTask,pushRawData time, 34
84912,DEBUG,GNSSTask,GNSS checkUblox time, 89
84913,DEBUG,GNSSTask,GNSS checkCallbacks time, 90
85011,DEBUG,WebSocketTask,sendGPSData time, 1
85044,DEBUG,GNSSTask,GNSS checkUblox time, 55
85049,DEBUG,GNSSTask,GNSS checkCallbacks time, 60
85451,DEBUG,GNSSTask,pushRawData time, 96
85521,DEBUG,WebSocketTask,sendGPSData time, 2
85740,DEBUG,GNSSTask,GNSS checkUblox time, 51
85740,DEBUG,GNSSTask,GNSS checkCallbacks time, 51
86028,DEBUG,WebSocketTask,sendGPSData time, 2
86496,NAV,async_tcp,WebSocket received autonomous command, start
86496,NAV,async_tcp,webSocketEventRTOS data, 1.50, 30.00, 0, 2
86497,NAV,async_tcp,followingWaypoints to true, 2
86526,DEBUG,WebSocketTask,sendGPSData time, 1
86592,NAV,NavTask,processNavigationCommand, 0
86592,NAV,NavTask,NAV_CMD_START, 1.50, 30.00, 1
86593,NAV,NavTask,isActive or lastActive chg, 1, 0
86638,NAV,ControlTask,ControlTask state chg, 1, 0
86638,NAV,ControlTask,ControlTask data, 42.3939781, -72.5288391, 0.07, 54.4
86654,DEBUG,GNSSTask,pushRawData time, 101
87033,DEBUG,WebSocketTask,sendGPSData time, 1
87045,DEBUG,GNSSTask,GNSS checkUblox time, 56
87050,DEBUG,GNSSTask,GNSS checkCallbacks time, 61
87188,NAV,ControlTask,ControlTask data, 42.3939781, -72.5288467, 0.49, 228.3
87541,DEBUG,WebSocketTask,sendGPSData time, 1
87738,NAV,ControlTask,ControlTask data, 42.3939781, -72.5288544, 1.27, 247.0
88050,DEBUG,WebSocketTask,sendGPSData time, 2
88058,DEBUG,GNSSTask,pushRawData time, 99
88288,NAV,ControlTask,ControlTask data, 42.3939705, -72.5288544, 1.84, 178.7
88552,DEBUG,GNSSTask,pushRawData time, 95
88559,DEBUG,WebSocketTask,sendGPSData time, 1
88607,DEBUG,GNSSTask,GNSS checkUblox time, 54
88607,DEBUG,GNSSTask,GNSS checkCallbacks time, 54
88838,NAV,ControlTask,ControlTask data, 42.3939629, -72.5288544, 2.00, 181.1
89044,DEBUG,GNSSTask,GNSS checkCallbacks time, 55
89058,DEBUG,WebSocketTask,sendGPSData time, 1
89361,DEBUG,GNSSTask,pushRawData time, 105
89387,NAV,ControlTask,ControlTask data, 42.3939514, -72.5288544, 2.20, 189.0
89413,DEBUG,GNSSTask,GNSS checkUblox time, 51
89414,DEBUG,GNSSTask,GNSS checkCallbacks time, 52
89541,DEBUG,GNSSTask,GNSS checkUblox time, 52
89541,DEBUG,GNSSTask,GNSS checkCallbacks time, 52
89564,DEBUG,WebSocketTask,sendGPSData time, 2
89888,NAV,ControlTask,ControlTask data, 42.3939400, -72.5288620, 2.38, 191.2
90071,DEBUG,WebSocketTask,sendGPSData time, 1
90438,NAV,ControlTask,ControlTask data, 42.3939285, -72.5288620, 2.21, 188.0
90541,DEBUG,GNSSTask,pushRawData time, 96
90580,DEBUG,WebSocketTask,sendGPSData time, 2
90596,DEBUG,GNSSTask,GNSS checkUblox time, 54
90597,DEBUG,GNSSTask,GNSS checkCallbacks time, 55
90988,NAV,ControlTask,ControlTask data, 42.3939209, -72.5288620, 2.37, 188.7
91041,DEBUG,GNSSTask,GNSS checkUblox time, 52
91047,DEBUG,GNSSTask,GNSS checkCallbacks time, 58
91084,DEBUG,WebSocketTask,sendGPSData time, 1
91349,DEBUG,GNSSTask,pushRawData time, 96
91538,NAV,ControlTask,ControlTask data, 42.3939056, -72.5288696, 2.36, 203.8
91594,DEBUG,WebSocketTask,sendGPSData time, 1
91892,NAV,NavTask,wp reached, 1.73
91892,NAV,NavTask,currentWaypoint, totalWaypoints, followingWaypoints, 0, 2, 1
92088,NAV,ControlTask,ControlTask data, 42.3938980, -72.5288773, 2.03, 212.9
92103,DEBUG,WebSocketTask,sendGPSData time, 1
92340,DEBUG,GNSSTask,GNSS checkUblox time, 51
92341,DEBUG,GNSSTask,GNSS checkCallbacks time, 52
92542,DEBUG,GNSSTask,GNSS checkUblox time, 53
92543,DEBUG,GNSSTask,GNSS checkCallbacks time, 54
92611,DEBUG,WebSocketTask,sendGPSData time, 1
92644,NAV,ControlTask,ControlTask data, 42.3938942, -72.5288849, 1.49, 253.3
92745,DEBUG,GNSSTask,pushRawData time, 99
93045,DEBUG,GNSSTask,GNSS checkUblox time, 56
93050,DEBUG,GNSSTask,GNSS checkCallbacks time, 61
93111,DEBUG,WebSocketTask,sendGPSData time, 1
93188,NAV,ControlTask,ControlTask data, 42.3938942, -72.5289001, 1.47, 262.9
93358,DEBUG,GNSSTask,pushRawData time, 97
93415,DEBUG,GNSSTask,GNSS checkUblox time, 57
93415,DEBUG,GNSSTask,GNSS checkCallbacks time, 57
93618,DEBUG,WebSocketTask,sendGPSData time, 1
93738,NAV,ControlTask,ControlTask data, 42.3938942, -72.5289078, 1.34, 253.9
94126,DEBUG,WebSocketTask,sendGPSData time, 1
94169,DEBUG,GNSSTask,GNSS checkUblox time, 80
94169,DEBUG,GNSSTask,GNSS checkCallbacks time, 80
94240,DEBUG,GNSSTask,GNSS checkUblox time, 52
94240,DEBUG,GNSSTask,GNSS checkCallbacks time, 52
94288,NAV,ControlTask,ControlTask data, 42.3938904, -72.5289154, 1.32, 256.7
94632,DEBUG,WebSocketTask,sendGPSData time, 1
94663,DEBUG,GNSSTask,pushRawData time, 106
94838,NAV,ControlTask,ControlTask data, 42.3938904, -72.5289230, 1.31, 262.5
95043,DEBUG,GNSSTask,GNSS checkCallbacks time, 54
95134,DEBUG,WebSocketTask,sendGPSData time, 1
95350,DEBUG,GNSSTask,pushRawData time, 96
95388,NAV,ControlTask,ControlTask data, 42.3938904, -72.5289307, 1.33, 259.0
95642,DEBUG,WebSocketTask,sendGPSData time, 1
95938,NAV,ControlTask,ControlTask data, 42.3938866, -72.5289383, 1.31, 248.9
96148,DEBUG,WebSocketTask,sendGPSData time, 1
96167,DEBUG,GNSSTask,GNSS checkUblox time, 78
96168,DEBUG,GNSSTask,GNSS checkCallbacks time, 79
96244,DEBUG,GNSSTask,GNSS checkUblox time, 55
96244,DEBUG,GNSSTask,GNSS checkCallbacks time, 55
96488,NAV,ControlTask,ControlTask data, 42.3938866, -72.5289459, 1.24, 243.4
96656,DEBUG,WebSocketTask,sendGPSData time, 1
96657,DEBUG,GNSSTask,GNSS checkUblox time, 68
96658,DEBUG,GNSSTask,GNSS checkCallbacks time, 69
96773,DEBUG,GNSSTask,pushRawData time, 96
97037,NAV,ControlTask,ControlTask data, 42.3938828, -72.5289536, 1.16, 260.3
97043,DEBUG,GNSSTask,GNSS checkCallbacks time, 54
97158,DEBUG,WebSocketTask,sendGPSData time, 1
97192,NAV,NavTask,wp reached, 1.68
97192,NAV,NavTask,currentWaypoint, totalWaypoints, followingWaypoints, 1, 2, 1
97193,NAV,NavTask,Last waypoint reached, looping back
97348,DEBUG,GNSSTask,pushRawData time, 99
97538,NAV,ControlTask,ControlTask data, 42.3938828, -72.5289612, 1.31, 254.9
97666,DEBUG,WebSocketTask,sendGPSData time, 1
98088,NAV,ControlTask,ControlTask data, 42.3938789, -72.5289688, 1.32, 247.6
98171,DEBUG,WebSocketTask,sendGPSData time, 0
98548,DEBUG,GNSSTask,pushRawData time, 97
98610,DEBUG,GNSSTask,GNSS checkUblox time, 61
98611,DEBUG,GNSSTask,GNSS checkCallbacks time, 62
98638,NAV,ControlTask,ControlTask data, 42.3938751, -72.5289764, 1.15, 192.8
98669,DEBUG,WebSocketTask,sendGPSData time, 1
98758,DEBUG,GNSSTask,GNSS checkUblox time, 69
98758,DEBUG,GNSSTask,GNSS checkCallbacks time, 69
98992,NAV,async_tcp,WebSocket received autonomous command, stop
98992,NAV,async_tcp,Stop command received
98993,NAV,NavTask,processNavigationCommand, 1
98994,NAV,NavTask,NAV_CMD_STOP, 1, 0
98994,NAV,NavTask,isActive or lastActive chg, 0, 0
99038,NAV,ControlTask,ControlTask state chg, 0, 0
99140,DEBUG,GNSSTask,GNSS checkUblox time, 51
99144,DEBUG,GNSSTask,GNSS checkCallbacks time, 55
99172,DEBUG,WebSocketTask,sendGPSData time, 2
99358,DEBUG,GNSSTask,pushRawData time, 105
99675,DEBUG,WebSocketTask,sendGPSData time, 1
100177,DEBUG,WebSocketTask,sendGPSData time, 2
100647,DEBUG,GNSSTask,GNSS checkUblox time, 58
100647,DEBUG,GNSSTask,GNSS checkCallbacks time, 58
100684,DEBUG,WebSocketTask,sendGPSData time, 1
100755,DEBUG,GNSSTask,GNSS checkUblox time, 66
100755,DEBUG,GNSSTask,GNSS checkCallbacks time, 66
100949,DEBUG,GNSSTask,pushRawData time, 96
101189,DEBUG,WebSocketTask,sendGPSData time, 1
101242,DEBUG,GNSSTask,GNSS checkCallbacks time, 53
101360,DEBUG,GNSSTask,pushRawData time, 96
101694,DEBUG,WebSocketTask,sendGPSData time, 1
102157,DEBUG,GNSSTask,GNSS checkUblox time, 68
102157,DEBUG,GNSSTask,GNSS checkCallbacks time, 68
102196,DEBUG,WebSocketTask,sendGPSData time, 2
102662,DEBUG,GNSSTask,GNSS checkUblox time, 73
102663,DEBUG,GNSSTask,GNSS checkCallbacks time, 74
102694,DEBUG,WebSocketTask,sendGPSData time, 1
102781,DEBUG,GNSSTask,pushRawData time, 99
102833,DEBUG,GNSSTask,GNSS checkUblox time, 52
102833,DEBUG,GNSSTask,GNSS checkCallbacks time, 52
103195,DEBUG,WebSocketTask,sendGPSData time, 1
103243,DEBUG,GNSSTask,GNSS checkCallbacks time, 54
103452,DEBUG,GNSSTask,pushRawData time, 96
103540,DEBUG,GNSSTask,GNSS checkUblox time, 52
103541,DEBUG,GNSSTask,GNSS checkCallbacks time, 53
103704,DEBUG,WebSocketTask,sendGPSData time, 2
104159,DEBUG,GNSSTask,GNSS checkUblox time, 70
104159,DEBUG,GNSSTask,GNSS checkCallbacks time, 70
104204,DEBUG,WebSocketTask,sendGPSData time, 1
104669,DEBUG,GNSSTask,GNSS checkUblox time, 80
104669,DEBUG,GNSSTask,GNSS checkCallbacks time, 80
104704,DEBUG,WebSocketTask,sendGPSData time, 1
104795,DEBUG,GNSSTask,pushRawData time, 105
104885,DEBUG,GNSSTask,GNSS checkUblox time, 89
104886,DEBUG,GNSSTask,GNSS checkCallbacks time, 90
105044,DEBUG,GNSSTask,GNSS checkUblox time, 55
105045,DEBUG,GNSSTask,GNSS checkCallbacks time, 56
105207,DEBUG,WebSocketTask,sendGPSData time, 1
105451,DEBUG,GNSSTask,pushRawData time, 96
105544,DEBUG,GNSSTask,GNSS checkCallbacks time, 51
105718,DEBUG,WebSocketTask,sendGPSData time, 1
106227,DEBUG,WebSocketTask,sendGPSData time, 1
106649,DEBUG,GNSSTask,GNSS checkUblox time, 60
106650,DEBUG,GNSSTask,GNSS checkCallbacks time, 61
106727,DEBUG,WebSocketTask,sendGPSData time, 1
106762,DEBUG,GNSSTask,GNSS checkUblox time, 73
106763,DEBUG,GNSSTask,GNSS checkCallbacks time, 74
107144,DEBUG,GNSSTask,pushRawData time, 96
107239,DEBUG,WebSocketTask,sendGPSData time, 7
107341,DEBUG,GNSSTask,GNSS checkUblox time, 52
107347,DEBUG,GNSSTask,GNSS checkCallbacks time, 58
107467,DEBUG,GNSSTask,pushRawData time, 99
107741,DEBUG,WebSocketTask,sendGPSData time, 1
108170,DEBUG,GNSSTask,GNSS checkUblox time, 81
108170,DEBUG,GNSSTask,GNSS checkCallbacks time, 81
108242,DEBUG,WebSocketTask,sendGPSData time, 1
108648,DEBUG,GNSSTask,GNSS checkUblox time, 59
108648,DEBUG,GNSSTask,GNSS checkCallbacks time, 59
108745,DEBUG,WebSocketTask,sendGPSData time, 1
108764,DEBUG,GNSSTask,pushRawData time, 97
108834,DEBUG,GNSSTask,GNSS checkUblox time, 70
108834,DEBUG,GNSSTask,GNSS checkCallbacks time, 70
109250,DEBUG,WebSocketTask,sendGPSData time, 2
109451,DEBUG,GNSSTask,GNSS checkUblox time, 62
109457,DEBUG,GNSSTask,GNSS checkCallbacks time, 68
109753,DEBUG,WebSocketTask,sendGPSData time, 1
110165,DEBUG,GNSSTask,GNSS checkUblox time, 76
110166,DEBUG,GNSSTask,GNSS checkCallbacks time, 77
110262,DEBUG,WebSocketTask,sendGPSData time, 2
110294,DEBUG,GNSSTask,pushRawData time, 105
110388,DEBUG,GNSSTask,GNSS checkUblox time, 94
110388,DEBUG,GNSSTask,GNSS checkCallbacks time, 94
110503,DEBUG,GNSSTask,pushRawData time, 95
110598,DEBUG,GNSSTask,GNSS checkUblox time, 93
110598,DEBUG,GNSSTask,GNSS checkCallbacks time, 94
110764,DEBUG,WebSocketTask,sendGPSData time, 3
110771,DEBUG,GNSSTask,GNSS checkUblox time, 82
110772,DEBUG,GNSSTask,GNSS checkCallbacks time, 83
111271,DEBUG,WebSocketTask,sendGPSData time, 4
111545,DEBUG,GNSSTask,GNSS checkUblox time, 56
111549,DEBUG,GNSSTask,GNSS checkCallbacks time, 60
111768,DEBUG,WebSocketTask,sendGPSData time, 1
111796,DEBUG,GNSSTask,pushRawData time, 206
111916,DEBUG,GNSSTask,GNSS checkUblox time, 120
111917,DEBUG,GNSSTask,GNSS checkCallbacks time, 121
112141,DEBUG,GNSSTask,pushRawData time, 187
112247,DEBUG,GNSSTask,GNSS checkUblox time, 106
112247,DEBUG,GNSSTask,GNSS checkCallbacks time, 106
112274,DEBUG,WebSocketTask,sendGPSData time, 2
112314,DEBUG,GNSSTask,GNSS checkUblox time, 67
112315,DEBUG,GNSSTask,GNSS checkCallbacks time, 68
112368,DEBUG,GNSSTask,GNSS checkUblox time, 53
112368,DEBUG,GNSSTask,GNSS checkCallbacks time, 53
112641,DEBUG,GNSSTask,GNSS checkUblox time, 52
112641,DEBUG,GNSSTask,GNSS checkCallbacks time, 52
112774,DEBUG,WebSocketTask,sendGPSData time, 1
112886,DEBUG,GNSSTask,pushRawData time, 203
113038,DEBUG,GNSSTask,GNSS checkUblox time, 152
113038,DEBUG,GNSSTask,GNSS checkCallbacks time, 152
113083,DEBUG,GNSSTask,pushRawData time, 37
113136,DEBUG,GNSSTask,GNSS checkUblox time, 53
113136,DEBUG,GNSSTask,GNSS checkCallbacks time, 53
113284,DEBUG,WebSocketTask,sendGPSData time, 2
113340,DEBUG,GNSSTask,GNSS checkUblox time, 51
113340,DEBUG,GNSSTask,GNSS checkCallbacks time, 51
113744,DEBUG,GNSSTask,GNSS checkUblox time, 55
113749,DEBUG,GNSSTask,GNSS checkCallbacks time, 60
113784,DEBUG,WebSocketTask,sendGPSData time, 0
113948,DEBUG,GNSSTask,pushRawData time, 96
